0,0,0,63,4,0,0,28,409,7
221010000,0,0,0,1,0,1,1,1,1
201210000,0,3,0,0,0,0,1,1,1
102210000,0,2,0,0,0,1,0,4,0
211020000,0,0,0,1,0,1,1,1,1
201120000,0,1,0,0,0,2,1,1,1
102120000,0,1,0,0,0,1,1,1,1
212121000,0,0,0,0,0,0,1,1,1
22010100,0,0,0,21,0,7,0,1,1
2210100,1,1,0,0,0,1,0,1,1
12020100,1,0,0,1,0,1,0,1,1
221120100,0,0,0,0,0,4,0,1,1
2120100,1,1,0,0,0,1,0,1,1
112220100,0,0,0,0,0,1,0,2,4
200021100,0,1,1,1,0,0,0,1,1
221021100,0,0,0,1,0,0,0,1,1
122021100,0,0,0,1,0,0,0,1,1
201221100,0,1,0,0,0,0,0,1,1
102221100,0,1,0,0,0,0,0,1,1
200012100,0,4,0,0,0,0,0,0,5
211022100,0,0,0,1,0,0,0,1,1
112022100,0,0,0,1,0,0,0,1,4
201122100,0,1,0,0,0,0,0,1,1
121021200,0,0,0,1,0,0,0,1,1
210121200,0,0,1,0,0,0,0,1,1
101221200,0,2,0,0,0,0,0,1,1
101122200,0,1,0,0,0,0,0,1,1
20201010,1,0,4,0,5,0,1,0,1
202121010,0,1,0,0,0,0,1,0,1
10202010,1,0,1,0,1,0,1,0,1
201022110,0,4,0,1,0,0,0,0,1
102022110,0,1,0,4,0,0,0,0,4
101022210,0,2,0,1,0,0,0,0,1
210000000,0,0,2,0,2,25,1,1,1
2100000,0,4,0,0,1,1,26,0,1
212100000,0,0,0,0,1,1,1,1,1
202101000,0,1,0,0,1,0,1,1,1
221000100,0,0,0,1,4,10,0,1,1
122000100,0,0,0,1,1,1,0,1,0
102200100,0,1,0,0,2,1,0,1,1
201002100,0,1,0,0,7,0,0,1,3
102002100,0,1,0,1,0,0,0,1,1
12100200,1,0,0,0,1,1,0,1,1
210001200,0,0,1,1,1,0,0,1,1
12001200,1,0,0,1,1,0,0,16,1
200101200,0,1,1,0,1,0,0,1,1
2101200,1,1,0,0,1,0,0,1,1
101002200,0,1,0,1,1,0,0,1,2
202000101,0,1,0,1,1,1,0,1,0
102000201,0,1,0,1,1,1,0,1,0
212100201,0,0,0,0,1,1,0,1,0
212001201,0,0,0,4,1,0,0,1,0
202101201,0,1,0,0,1,0,0,1,0
202001211,0,1,0,4,1,0,0,0,0
20100000,0,0,6,0,1,61,0,53,1
212010000,0,0,0,1,0,1,1,1,1
202110000,0,1,0,0,0,1,1,1,1
201000,0,5,25,0,1,0,1,9,30
212000100,0,0,0,2,1,1,0,1,1
202100100,0,1,0,0,4,1,0,1,4
201020100,0,1,0,1,0,1,0,1,1
102020100,0,1,0,1,0,1,0,1,1
202001100,0,1,0,1,1,0,0,1,1
212201100,0,0,0,0,1,0,0,1,1
212102100,0,0,0,0,2,0,0,2,1
112000200,0,0,0,1,1,1,0,1,4
12010200,0,0,0,0,0,1,0,1,8
201001200,0,1,0,1,1,0,0,1,1
102001200,0,1,0,2,4,0,0,1,1
221101200,0,0,0,0,1,0,0,0,1
212101200,0,0,0,0,1,0,0,1,1
122101200,0,0,0,0,1,0,0,1,1
112201200,0,0,0,0,1,0,0,1,1
200011200,0,1,0,1,0,0,0,1,1
211102200,0,0,0,0,1,0,0,1,1
112102200,0,0,0,0,4,0,0,4,4
120221010,0,0,4,0,0,0,1,0,1
21221010,0,0,0,0,0,0,1,0,21
202201110,0,4,0,0,1,0,0,0,1
212002110,0,0,0,0,1,0,0,0,10
202102110,0,1,0,0,1,0,0,0,1
20122110,1,0,0,0,0,0,0,0,1
212001210,0,0,0,1,1,0,0,0,1
122001210,0,0,0,2,1,0,0,0,1
211002210,0,0,0,1,1,0,0,0,1
112002210,0,0,0,0,19,0,0,0,1
201102210,0,2,0,0,4,0,0,0,1
102102210,0,4,0,0,4,0,0,0,4
221200101,0,0,0,0,1,1,0,1,0
212200101,0,0,0,0,0,1,0,1,0
122200101,0,0,0,0,1,1,0,1,0
212020101,0,0,0,1,0,1,0,1,0
202120101,0,1,0,0,0,1,0,1,0
202201101,0,1,0,0,2,0,0,1,0
201202101,0,1,0,0,1,0,0,1,0
122100201,0,0,0,0,1,1,0,1,0
122001201,0,0,0,0,1,0,0,4,0
102201201,0,0,0,0,1,0,0,3,0
211002201,0,0,0,1,1,0,0,1,0
121002201,0,0,0,1,1,0,0,1,0
201102201,0,1,0,0,1,0,0,1,0
200010000,0,0,1,1,0,3,0,0,0
221201100,0,0,0,0,1,0,0,1,1
122201100,0,0,0,0,1,0,0,2,1
221102100,0,0,0,0,4,0,0,7,1
211202100,0,0,0,0,1,0,0,1,1
121202100,0,0,0,0,1,0,0,1,1
112202100,0,0,0,0,1,0,0,1,7
121201200,0,0,0,0,1,0,0,1,1
121102200,0,0,0,0,1,0,0,1,1
221201010,0,0,0,0,1,0,1,0,1
212201010,0,0,0,0,4,0,1,0,1
122201010,0,0,0,0,3,0,10,0,1
211202010,0,0,0,0,1,0,1,0,1
22201110,1,0,0,0,1,0,0,0,13
221002110,0,0,0,1,1,0,0,0,1
122002110,0,0,0,1,1,0,0,0,1
220102110,0,0,1,0,1,0,0,0,1
22102110,1,0,0,0,1,0,0,0,1
210202110,0,0,0,0,4,0,0,0,1
201202110,0,1,0,0,1,0,0,0,1
102202110,0,1,0,0,4,0,0,0,7
12202110,1,0,0,0,31,0,0,0,1
22101210,1,0,0,0,4,0,0,0,1
121002210,0,0,0,4,1,0,0,0,2
210102210,0,0,1,0,1,0,0,0,1
120102210,0,0,1,0,1,0,0,0,2
21102210,1,0,0,0,1,0,0,0,1
101202210,0,1,0,0,1,0,0,0,1
211002120,0,0,0,0,1,0,0,0,0
121002120,0,0,0,1,1,0,0,0,0
112002120,0,0,0,1,0,0,0,0,4
20121000,1,0,1,0,0,0,1,1,1
221121000,0,0,0,0,0,0,1,1,1
10221000,1,0,1,0,0,0,1,1,1
211221000,0,0,0,0,0,0,1,1,1
112221000,0,0,0,0,0,0,1,1,1
121220100,0,0,0,0,0,1,0,1,1
220121100,0,0,1,0,0,0,0,1,1
22121100,1,0,0,0,0,0,0,4,1
210221100,0,0,1,0,0,0,0,1,1
12221100,1,0,0,0,0,0,0,1,1
121022100,0,0,0,1,0,0,0,1,1
210122100,0,0,1,0,0,0,0,1,1
12122100,1,0,0,0,0,0,0,1,1
120121200,0,0,7,0,0,0,0,1,1
21121200,0,0,0,0,0,0,0,1,1
110221200,0,0,1,0,0,0,0,1,1
11221200,1,0,0,0,0,0,0,1,1
110122200,0,0,1,0,0,0,0,35,1
11122200,1,0,0,0,0,0,0,0,1
201221010,0,1,0,0,0,0,1,0,1
102221010,0,3,0,0,0,0,4,0,1
121202010,0,0,0,0,1,0,4,0,1
120202110,0,0,0,0,1,0,0,0,1
21202110,1,0,0,0,1,0,0,0,1
210022110,0,0,22,4,0,0,0,0,10
101022120,0,13,0,1,0,0,0,0,1
201000000,0,1,0,2,1,12,4,0,4
20010000,0,0,19,3,0,0,7,1,0
120210000,0,0,1,0,0,1,1,1,1
21210000,0,0,0,0,0,1,1,1,4
20211000,1,0,1,0,0,0,15,1,0
100212000,0,1,0,0,0,0,0,3,1
10212000,0,0,0,0,0,0,1,1,1
2000100,1,19,0,2,1,7,0,0,1
20012100,0,0,1,1,0,0,0,1,1
